421383	467
270342	6
144902	152
267776	10
244742	20
303617	19
383491	3
305155	7
35339	215
396808	301
52750	13
321035	2
334864	16
462352	1
28698	184
103450	1
90140	1
329252	58
321574	1
217126	36
329248	60
317474	1
27687	2
162856	12
267829	6
283697	58
11317	4
55349	178
13877	-1
67124	67
296498	5
361535	4
178744	3
284728	1
331320	9
375354	30
52801	659
113731	22
263751	2
26699	12
266831	2
239695	10
108115	-1
258135	5
66646	1
267358	1
305255	1
19043	183
274023	149
38499	41
436832	1
357997	5
140392	1
262766	1
64108	1111
323690	1
62062	39
341109	5
102512	1
47731	642
28277	473
151668	17
373885	7
211578	1016
65659	5
194175	3
297593	4
22655	1
216707	21
321157	19
313478	7
312966	56
317057	3
53383	59
395919	1
267918	8
492173	323
432781	1
374920	26
437398	901
398995	2
416401	11
285852	7
19097	6
285854	2
310424	3
304792	37
32412	566
309415	20
167590	1
7845	1
330415	12
91306	35
289455	2
252591	15
274091	1
81078	75
81083	8
373950	1
54459	8
63675	9
373944	3
290491	2
460997	1
12996	28
32967	7
365775	2
312014	461
338638	60
67274	27
244431	811
24271	899
183507	48
185043	2
99540	3
303314	6
108247	67
316627	2
41688	10
465630	16
308957	38
297183	10
121057	4
42208	38
333541	307
66787	30
235750	1
338656	15
94951	390
450286	1
258792	1
150249	7
162541	3
189682	1
58098	319
388342	1
81140	2
392946	2
263935	9
46332	269
267002	1
99072	27
368390	2
401666	2
318734	14
276744	1
185102	8
318731	18
416022	67
420116	3
339223	1
81172	80
288529	1
124182	1
249620	1
381714	30
335132	8
185113	1
82204	7
228641	4
334625	2
45349	24
271139	158
331053	1
102696	137
317224	3
9517	69
338731	6
318772	5
443191	3
311603	1
276285	2
153912	719
295230	6
333631	141
264504	2
337209	1
20288	9
368452	11
143171	41
232773	50
179018	3
129354	53
55628	1
457547	8
230222	17
100174	10
239442	2
259408	9
310609	1
259413	166
41302	4
185172	60
165210	1
18780	8
341851	8
300901	2
369510	2
272737	3
246635	6
266092	9
331116	5
419692	2
367465	1
256879	1
294763	5
328554	3
285556	4
342391	6
70005	36
343422	2
186754	17
291716	107
239490	8
418692	1
393602	8
176516	1
224132	3
368015	1
201096	1
430487	1
202129	3
313751	1062
51093	12
82839	-1
245140	3
390546	2
61338	4
215448	31
199064	221
299928	13
329626	6
90528	21
262050	5
64419	1
374689	1
17317	46
179109	30
9127	1
265645	2
436141	3
276906	1
275370	39
62896	2
300981	6
125872	1
186291	5
215473	1
393143	1
260528	18
224183	49
55221	-1
187316	1
13243	15
339896	5
432056	9
