avgTF,medianTF,maxTF,stdTF,avgIDF,medianIDF,maxIDF,stdIDF,avgTFIDF,medianTFIDF,maxTFIDF,stdTFIDF,avgTermEntropy,medianTermEntropy,maxTermEntropy,stdTermEntropy,JSD,QSI,nounRatio,verbRatio,nounVerbRatio,otherPOSRatio,titleKeywordRatio,bodyKeywordRatio,bothPositionKeywordRatio,uniqueKeywords,groundTruthTermRatio,avgPMI,medianPMI,maxPMI,stdPMI,classlabel
1.462098,1.693147,1.693147,0.346574,0.35186,0.279521,0.912681,0.275163,0.35186,0.279521,0.912681,0.275163,0.396968,0.418652,0.954136,0.225328,0.296629,0.581348,0.8,0.1,0.8,0.1,0,0.9,0,10,0.1,0.752988,0.30669,4.258092,1.102142,not-opt
1,1,1,0,0.558367,0.541947,1,0.317455,0.558367,0.541947,1,0.317455,0.386349,0.41647,0.993237,0.227576,0.322351,0.58353,0.7,0.1,0.7,0.1,0.6,0.2,0,10,0,1.10888,0.458864,6.155212,1.758037,opt
2.053561,1.693147,2.94591,0.525431,0.395348,0.27348,0.861603,0.259952,0.395348,0.27348,0.861603,0.259952,0.429205,0.429887,0.954136,0.231076,0.325196,0.570113,0.9,0.3,0.9,0.1,0,0.6,0.4,10,0,0.463376,0.353498,2.02138,0.51084,not-opt
1.552201,1.693147,2.098612,0.446006,0.396292,0.459542,0.643094,0.153899,0.396292,0.459542,0.643094,0.153899,0.413341,0.434296,0.954136,0.223382,0.325017,0.565704,0.8,0.2,0.8,0.1,0,0.4,0.5,10,0,1.064581,0.927158,2.84281,0.754147,opt
1.173287,1,1.693147,0.320865,0.415609,0.498689,0.523307,0.141627,0.415609,0.498689,0.523307,0.141627,0.430941,0.455374,0.761108,0.221927,0.284144,0.544626,0.8,0.3,0.8,0,0.4,0.2,0.2,10,0.1,0.542648,0.442749,3.796719,0.820218,not-opt
1.277259,1,1.693147,0.35794,0.32151,0.302193,0.563418,0.152695,0.32151,0.302193,0.563418,0.152695,0.416519,0.435007,0.954136,0.22235,0.266122,0.564993,0.9,0.2,0.9,0.1,0,0.9,0.1,10,0.1,0.419218,0.482871,1.521547,0.540258,not-opt
1.138629,1,1.693147,0.292257,0.421515,0.420334,0.667551,0.139432,0.421515,0.420334,0.667551,0.139432,0.42029,0.436537,0.954136,0.2191,0.313062,0.563463,0.9,0.3,0.9,0.1,0.1,0.7,0.2,10,0,0.688444,0.616781,2.194399,0.725351,not-opt
1.346574,1.346574,1.693147,0.400189,0.487198,0.535311,0.629083,0.159502,0.487198,0.535311,0.629083,0.159502,0.418404,0.435405,0.954136,0.219852,0.334216,0.564595,0.5,0.333333,0.5,0.166667,0,0.333333,0.333333,6,0.166667,1.057666,0.858941,2.170868,0.763178,not-opt
1.831016,1.693147,2.94591,0.77505,0.334886,0.346762,0.449595,0.076108,0.334886,0.346762,0.449595,0.076108,0.389931,0.41647,0.954136,0.226533,0.279837,0.58353,0.7,0.2,0.7,0,0,0.4,0.3,10,0.2,0.60892,0.732885,2.153333,0.776197,opt
1.90905,1.693147,2.609438,0.337106,0.324882,0.329477,0.535311,0.17659,0.324882,0.329477,0.535311,0.17659,0.4194,0.435405,0.954136,0.220808,0.283408,0.564595,0.7,0,0.7,0.1,0,0.8,0,10,0.1,0.246465,0.209355,1.657544,0.624527,not-opt
1.485203,1.346574,2.386294,0.570649,0.449886,0.432899,0.912681,0.234911,0.449886,0.432899,0.912681,0.234911,0.389064,0.416715,0.954136,0.22831,0.358045,0.583285,0.9,0.2,0.9,0.1,0.3,0.4,0.3,10,0,0.411275,0.244843,2.723709,0.80417,opt
1.199084,1,2.098612,0.407844,0.523151,0.465995,1,0.230984,0.523151,0.465995,1,0.230984,0.410289,0.433984,0.954136,0.224917,0.337717,0.566016,0.7,0.4,0.7,0.2,0.1,0.7,0.1,10,0,0.766147,0.394472,4.048371,1.111371,not-opt
1.353117,1,2.098612,0.436761,0.521308,0.525761,1,0.22026,0.521308,0.525761,1,0.22026,0.39855,0.418655,0.954136,0.224372,0.332314,0.581345,0.8,0.3,0.8,0.1,0,0.6,0.3,10,0,0.661299,0.477773,2.963365,0.800748,not-opt
1.462098,1.693147,1.693147,0.346574,0.360963,0.333902,0.738046,0.17575,0.360963,0.333902,0.738046,0.17575,0.415107,0.428992,0.954136,0.22436,0.290021,0.571008,0.7,0.1,0.7,0.2,0.1,0.4,0.4,10,0.3,0.754387,0.654546,2.229944,0.597818,not-opt
1.462098,1.693147,1.693147,0.35794,0.451963,0.535311,0.667551,0.221929,0.451963,0.535311,0.667551,0.221929,0.436627,0.435573,0.954136,0.232944,0.321315,0.564427,0.6,0.2,0.6,0,0,0.3,0.3,10,0,0.532311,0.088481,2.925286,0.9262,opt
1,1,1,0,0.610561,0.579599,0.912681,0.139571,0.610561,0.579599,0.912681,0.139571,0.3219,0.319291,0.936368,0.192394,0.408024,0.680709,0.5,0.1,0.5,0,0.2,0.3,0,10,0.1,1.139674,0.548185,4.021703,1.294667,not-opt
1,1,1,0,0.63134,0.629785,0.797253,0.094411,0.63134,0.629785,0.797253,0.094411,0.31811,0.308495,0.936368,0.190738,0.279889,0.691505,0.6,0.2,0.6,0.2,0.2,0.6,0,10,0,0.46108,0,3.382623,0.947692,not-opt
1.51986,1.693147,1.693147,0.346574,0.466228,0.387843,0.738046,0.184435,0.466228,0.387843,0.738046,0.184435,0.346676,0.347551,0.936368,0.198259,0.267569,0.652449,0.571429,0.142857,0.571429,0,0,0.142857,0.428571,7,0,0.737173,0.369158,2.273648,0.808479,opt
1,1,1,0,0.660111,0.663809,0.861603,0.172471,0.660111,0.663809,0.861603,0.172471,0.342261,0.335847,0.936368,0.197642,0.245342,0.664153,0.6,0.2,0.6,0,0,0.6,0,10,0.1,1.358847,0.08332,5.462065,1.700428,not-opt
1.310613,1,2.098612,0.446576,0.556435,0.546012,0.709936,0.112321,0.556435,0.546012,0.709936,0.112321,0.35844,0.386011,0.728531,0.173648,0.355151,0.613989,0.6,0.2,0.6,0.2,0.2,0.3,0.3,10,0.1,1.4098,1.489417,3.658471,1.019217,opt
1.138629,1,1.693147,0.292257,0.746661,0.756167,1,0.178551,0.746661,0.756167,1,0.178551,0.219529,0.194075,0.440233,0.160293,0.281723,0.805925,1,0.3,1,0,0.3,0.6,0.1,10,0,0.248812,0,4.02925,0.782936,not-opt
1.297063,1,2.386294,0.545365,0.519597,0.45416,1,0.304748,0.519597,0.45416,1,0.304748,0.311497,0.303617,0.936368,0.189717,0.325516,0.696383,0.5,0.1,0.5,0.2,0.2,0.4,0.1,10,0,0.777377,0.549884,3.115995,0.945204,not-opt
1.277259,1,1.693147,0.379652,0.449898,0.46772,0.599655,0.109135,0.449898,0.46772,0.599655,0.109135,0.345593,0.350785,0.936368,0.195286,0.291372,0.649215,0.4,0.1,0.4,0.1,0.1,0.2,0.2,10,0,1.410422,1.4385,3.412383,0.724981,not-opt
1.115525,1,1.693147,0.282976,0.635914,0.58056,0.912681,0.163473,0.635914,0.58056,0.912681,0.163473,0.355493,0.3754,0.936368,0.205647,0.369141,0.6246,0.6,0.1,0.6,0,0.2,0.4,0,10,0,0.908852,0,4.768918,1.26103,opt
1.138629,1,1.693147,0.309985,0.663121,0.58056,1,0.171054,0.663121,0.58056,1,0.171054,0.335282,0.335452,0.936368,0.202181,0.340895,0.664548,0.5,0.2,0.5,0,0.3,0.1,0.1,10,0.1,0.707496,0,4.951239,1.266038,not-opt
1.156945,1,2.098612,0.415236,0.554237,0.499131,0.912681,0.146398,0.554237,0.499131,0.912681,0.146398,0.33441,0.335452,0.936368,0.197331,0.278755,0.664548,0.6,0.1,0.6,0.1,0,0.6,0.1,10,0,0.592873,0,2.9888,0.859528,not-opt
1.138629,1,1.693147,0.309985,0.560857,0.625194,0.825363,0.239386,0.560857,0.625194,0.825363,0.239386,0.318428,0.310454,0.936368,0.191774,0.320658,0.689546,0.5,0.25,0.5,0.125,0,0.5,0.125,8,0.125,1.007674,0.363216,5.133561,1.524797,not-opt
1.179176,1,2.098612,0.389638,0.748553,0.739038,0.912681,0.130993,0.748553,0.739038,0.912681,0.130993,0.309244,0.301169,0.936368,0.188646,0.281296,0.698831,0.7,0.3,0.7,0.3,0.1,0.8,0.1,10,0,0.512778,0,6.001061,1.32472,opt
1.478749,1.346574,2.609438,0.572188,0.826833,0.829428,1,0.112667,0.826833,0.829428,1,0.112667,0.313063,0.301453,0.936368,0.190359,0.278699,0.698547,0.8,0.2,0.8,0.2,0.1,0.8,0.1,10,0,1.303985,0,6.848359,2.371652,opt
1,1,1,0,0.805487,0.825363,1,0.14476,0.805487,0.825363,1,0.14476,0.308547,0.301976,0.936368,0.187036,0.325867,0.698024,0.7,0.3,0.7,0.1,0.1,0.7,0,10,0,0.732405,0,5.86753,1.573088,not-opt
1.199084,1,2.098612,0.407844,0.457702,0.395944,0.738046,0.167192,0.457702,0.395944,0.738046,0.167192,0.312516,0.303617,0.936368,0.187542,0.334618,0.696383,0.6,0.1,0.6,0.4,0.2,0.5,0.2,10,0.1,0.762888,0.694965,2.359855,0.781071,not-opt
1.207944,1,1.693147,0.334822,0.804617,0.785769,1,0.091393,0.804617,0.785769,1,0.091393,0.321691,0.300774,0.936368,0.199777,0.298362,0.699226,0.8,0.1,0.8,0.2,0.1,0.9,0,10,0,0.173569,0,4.140309,0.815442,not-opt
1.255966,1,2.098612,0.452543,0.712098,0.684398,0.912681,0.107632,0.712098,0.684398,0.912681,0.107632,0.375457,0.38303,0.936368,0.217292,0.330014,0.61697,0.7,0.2,0.7,0.1,0.2,0.5,0,10,0,0.322819,0,4.258092,1.053796,not-opt
1.122068,1,2.098612,0.366204,0.680002,0.651722,0.825363,0.09709,0.680002,0.651722,0.825363,0.09709,0.330344,0.330976,0.936368,0.192756,0.351757,0.669024,0.6,0.2,0.6,0.3,0.3,0.5,0.1,10,0.1,0.549635,0,3.616238,1.206749,opt
1.109861,1,2.098612,0.347412,0.637404,0.651722,0.797253,0.118786,0.637404,0.651722,0.797253,0.118786,0.341994,0.337316,0.936368,0.19456,0.292342,0.662684,0.8,0.6,0.8,0.2,0.2,0.7,0.1,10,0.1,0.575785,0,3.228472,1.000917,not-opt
1.255966,1,2.098612,0.452543,0.581343,0.510357,0.912681,0.242295,0.581343,0.510357,0.912681,0.242295,0.310989,0.303617,0.936368,0.188172,0.247917,0.696383,0.7,0.2,0.7,0,0.2,0.4,0.1,10,0,1.020455,0.392532,5.462065,1.287801,opt
1.138629,1,1.693147,0.309985,0.382494,0.362482,0.599655,0.164777,0.382494,0.362482,0.599655,0.164777,0.333127,0.331547,0.936368,0.194782,0.281582,0.668453,0.4,0.2,0.4,0.1,0.1,0.3,0.1,10,0.1,0.601941,0.379109,3.412383,0.85301,not-opt
1.346574,1,2.386294,0.52397,0.463178,0.472238,1,0.301521,0.463178,0.472238,1,0.301521,0.374615,0.388959,0.761108,0.196625,0.28299,0.611041,0.777778,0.333333,0.777778,0.111111,0.111111,0.444444,0.333333,9,0.111111,0.29757,0.023858,1.359421,0.499979,not-opt
1.154033,1,1.693147,0.305649,0.567624,0.540221,0.912681,0.197597,0.567624,0.540221,0.912681,0.197597,0.317474,0.307659,0.936368,0.189512,0.306753,0.692341,0.9,0.1,0.9,0,0.2,0.7,0,10,0.1,0.765996,0,4.258092,1.236392,not-opt
1,1,1,0,0.647896,0.599656,1,0.238391,0.647896,0.599656,1,0.238391,0.3098,0.302215,0.936368,0.187501,0.327145,0.697785,0.6,0.2,0.6,0.1,0.6,0.1,0,10,0,1.266396,0.31457,6.155212,1.800921,not-opt
1.216212,1,2.94591,0.648637,0.796981,0.785769,0.912681,0.068909,0.796981,0.785769,0.912681,0.068909,0.339546,0.338785,0.936368,0.202393,0.309755,0.661215,0.7,0.5,0.7,0.2,0,0.8,0.1,10,0,0.313595,0,5.644386,1.202011,not-opt
1.156945,1,2.098612,0.415236,0.719292,0.654795,0.912681,0.117794,0.719292,0.654795,0.912681,0.117794,0.330948,0.330056,0.936368,0.196392,0.338682,0.669944,0.4,0.3,0.4,0.3,0,0.6,0.1,10,0,0.393851,0,4.833456,1.098005,not-opt
1.198042,1,1.693147,0.338221,0.428478,0.498689,0.523307,0.119224,0.428478,0.498689,0.523307,0.119224,0.365218,0.405133,0.728531,0.199944,0.296907,0.594867,0.7,0.3,0.7,0,0.3,0.2,0.2,10,0,0.484333,0.262402,3.796719,0.960984,not-opt
1,1,1,0,0.613211,0.5596,1,0.206835,0.613211,0.5596,1,0.206835,0.331385,0.330056,0.936368,0.194766,0.283982,0.669944,0.8,0.3,0.8,0.1,0.1,0.8,0,10,0,0.587677,0,3.176287,0.875248,not-opt
1.138629,1,1.693147,0.292257,0.58407,0.551364,0.912681,0.143045,0.58407,0.551364,0.912681,0.143045,0.325609,0.319291,0.936368,0.19356,0.324118,0.680709,0.9,0.2,0.9,0.1,0.1,0.7,0.2,10,0,0.546867,0,3.629483,0.840952,not-opt
1.462098,1.693147,1.693147,0.400189,0.487198,0.535311,0.629083,0.159502,0.487198,0.535311,0.629083,0.159502,0.327055,0.319895,0.936368,0.193606,0.334216,0.680105,0.6,0.4,0.6,0,0,0.2,0.4,5,0.2,1.057666,0.858941,2.170868,0.763178,not-opt
1,1,1,0,0.675647,0.654795,0.912681,0.162235,0.675647,0.654795,0.912681,0.162235,0.308857,0.300774,0.936368,0.187036,0.317915,0.699226,0.7,0.3,0.7,0.1,0,0.8,0,10,0,0.282918,0,3.079437,0.687513,not-opt
1,1,1,0,0.84889,0.829428,1,0.097833,0.84889,0.829428,1,0.097833,0.324125,0.319291,0.936368,0.19545,0.307617,0.680709,1,0.7,1,0,0,1,0,10,0,0.791437,0,6.337533,1.886609,not-opt
1.086643,1,1.693147,0.245065,0.735686,0.717988,1,0.168121,0.735686,0.717988,1,0.168121,0.312065,0.301976,0.936368,0.189518,0.347691,0.698024,0.7,0.2,0.7,0.1,0.2,0.5,0.1,10,0,0.660369,0,4.258092,1.376888,not-opt
1,1,1,0,0.854867,0.861603,1,0.114032,0.854867,0.861603,1,0.114032,0.321633,0.312413,0.936368,0.194979,0.31511,0.687587,0.6,0.4,0.6,0.2,0.3,0.5,0,10,0,0.597519,0,6.560677,1.737076,not-opt
1.099021,1,1.693147,0.261985,0.696091,0.678395,1,0.147111,0.696091,0.678395,1,0.147111,0.316043,0.306824,0.936368,0.189813,0.313979,0.693176,0.7,0.4,0.7,0,0,0.6,0.1,10,0,0.385308,0,6.001061,1.142734,not-opt
1.462098,1.693147,1.693147,0.346574,0.360963,0.333902,0.738046,0.17575,0.360963,0.333902,0.738046,0.17575,0.342875,0.338785,0.936368,0.199015,0.290021,0.661215,0.7,0.1,0.7,0.2,0.1,0.4,0.4,10,0.3,0.754387,0.654546,2.229944,0.597818,not-opt
1.25993,1,1.693147,0.358738,0.689056,0.626855,1,0.164656,0.689056,0.626855,1,0.164656,0.355195,0.373884,0.936368,0.209909,0.338603,0.626116,0.7,0.3,0.7,0.1,0,0.5,0.3,10,0,0.496551,0,4.614767,1.037734,opt
1,1,1,0,0.610561,0.579599,0.912681,0.139571,0.610561,0.579599,0.912681,0.139571,0.337892,0.350785,0.936368,0.19701,0.408024,0.649215,0.5,0.1,0.5,0,0.2,0.3,0,10,0.1,1.139674,0.548185,4.021703,1.294667,not-opt
1.077016,1,1.693147,0.231049,0.583274,0.629785,0.797253,0.164279,0.583274,0.629785,0.797253,0.164279,0.330604,0.332119,0.936368,0.196512,0.314203,0.667881,0.6,0.1,0.6,0.3,0.1,0.8,0,10,0.1,0.781838,0.226066,3.15948,1.00645,not-opt
1.51986,1.693147,1.693147,0.346574,0.466228,0.387843,0.738046,0.184435,0.466228,0.387843,0.738046,0.184435,0.356082,0.370543,0.936368,0.202632,0.267569,0.629457,0.571429,0.142857,0.571429,0,0,0.142857,0.428571,7,0,0.737173,0.369158,2.273648,0.808479,opt
1.099021,1,1.693147,0.261985,0.658554,0.663809,0.861603,0.17459,0.658554,0.663809,0.861603,0.17459,0.352036,0.363619,0.936368,0.201778,0.284294,0.636381,0.7,0.2,0.7,0.1,0,0.6,0.1,10,0,1.328646,0.08332,5.462065,1.719117,not-opt
1.310613,1,2.098612,0.446576,0.556435,0.546012,0.709936,0.112321,0.556435,0.546012,0.709936,0.112321,0.361092,0.387991,0.728531,0.176407,0.355151,0.612009,0.6,0.2,0.6,0.2,0.2,0.3,0.3,10,0.1,1.4098,1.489417,3.658471,1.019217,opt
1.207944,1,1.693147,0.334822,0.743123,0.756167,1,0.183276,0.743123,0.756167,1,0.183276,0.222792,0.194075,0.440233,0.164175,0.309537,0.805925,1,0.4,1,0,0.3,0.6,0.1,10,0,0.29156,0,4.02925,0.857451,not-opt
1.297063,1,2.386294,0.545365,0.519597,0.45416,1,0.304748,0.519597,0.45416,1,0.304748,0.325228,0.318508,0.936368,0.198136,0.325516,0.681492,0.5,0.1,0.5,0.2,0.2,0.4,0.1,10,0,0.777377,0.549884,3.115995,0.945204,not-opt
1.277259,1,1.693147,0.379652,0.449898,0.46772,0.599655,0.109135,0.449898,0.46772,0.599655,0.109135,0.355098,0.372619,0.936368,0.199138,0.291372,0.627381,0.4,0.1,0.4,0.1,0.1,0.2,0.2,10,0,1.410422,1.4385,3.412383,0.724981,not-opt
1.115525,1,1.693147,0.282976,0.619047,0.58056,0.912681,0.194667,0.619047,0.58056,0.912681,0.194667,0.360578,0.376439,0.936368,0.208654,0.334361,0.623561,0.6,0.2,0.6,0,0.3,0.3,0,10,0,0.733456,0,4.768918,1.148025,opt
1.277259,1,1.693147,0.379652,0.652061,0.58056,1,0.186621,0.652061,0.58056,1,0.186621,0.344076,0.350785,0.936368,0.206043,0.339334,0.649215,0.5,0.2,0.5,0,0.3,0,0.2,10,0,0.576214,0,4.951239,1.042183,not-opt
1.156945,1,2.098612,0.415236,0.552184,0.499131,0.912681,0.148539,0.552184,0.499131,0.912681,0.148539,0.346878,0.364024,0.936368,0.201606,0.291286,0.635976,0.6,0.1,0.6,0.1,0,0.6,0.1,10,0,0.584491,0,2.9888,0.877668,not-opt
1.115525,1,1.693147,0.282976,0.560857,0.625194,0.825363,0.239386,0.560857,0.625194,0.825363,0.239386,0.331179,0.338144,0.936368,0.197932,0.320658,0.661856,0.4,0.2,0.4,0.2,0.1,0.4,0.1,10,0.1,1.007674,0.363216,5.133561,1.524797,not-opt
1.427667,1.346574,2.098612,0.47449,0.7157,0.739038,0.912681,0.178923,0.7157,0.739038,0.912681,0.178923,0.324042,0.319895,0.936368,0.196626,0.274704,0.680105,1,0.4,1,0,0.1,0.6,0.3,10,0,0.496501,0,6.001061,1.296148,opt
1.548064,1.693147,2.609438,0.549273,0.821726,0.829428,1,0.120591,0.821726,0.829428,1,0.120591,0.32613,0.324152,0.936368,0.196981,0.22693,0.675848,0.8,0.3,0.8,0.2,0.1,0.8,0.1,10,0,1.387888,0,6.848359,2.391361,opt
1.099021,1,1.693147,0.261985,0.786595,0.825363,1,0.174823,0.786595,0.825363,1,0.174823,0.322582,0.317278,0.936368,0.195959,0.342114,0.682722,0.7,0.3,0.7,0,0.1,0.6,0,10,0,0.635607,0,5.86753,1.475516,not-opt
1.199084,1,2.098612,0.407844,0.457702,0.395944,0.738046,0.167192,0.457702,0.395944,0.738046,0.167192,0.328475,0.324922,0.936368,0.195813,0.334618,0.675078,0.6,0.1,0.6,0.4,0.2,0.5,0.2,10,0.1,0.762888,0.694965,2.359855,0.781071,not-opt
1.629218,1.693147,2.386294,0.526051,0.705666,0.730627,1,0.185653,0.705666,0.730627,1,0.185653,0.336127,0.332119,0.936368,0.203337,0.306998,0.667881,0.9,0.1,0.9,0,0.1,0.7,0.1,10,0.1,0.640991,0,3.670305,1.105756,opt
1.397257,1.346574,2.098612,0.444941,0.697733,0.684398,0.912681,0.129767,0.697733,0.684398,0.912681,0.129767,0.378469,0.384998,0.936368,0.215729,0.291163,0.615002,0.8,0.2,0.8,0.2,0.1,0.7,0,10,0,0.60972,0,4.258092,1.27357,not-opt
1.199084,1,2.098612,0.407844,0.667134,0.651722,0.825363,0.117491,0.667134,0.651722,0.825363,0.117491,0.342025,0.350785,0.936368,0.197798,0.302726,0.649215,0.6,0.3,0.6,0.3,0.2,0.6,0.1,10,0,0.750729,0,3.616238,1.268047,not-opt
1.109861,1,2.098612,0.347412,0.627337,0.651722,0.797253,0.135847,0.627337,0.651722,0.797253,0.135847,0.352744,0.364024,0.936368,0.199051,0.307217,0.635976,0.8,0.5,0.8,0.2,0.2,0.7,0.1,10,0.1,0.534879,0,3.228472,0.922058,not-opt
1.397257,1,2.386294,0.579003,0.566336,0.510357,0.912681,0.259637,0.566336,0.510357,0.912681,0.259637,0.325544,0.319895,0.936368,0.196637,0.262074,0.680105,0.8,0.2,0.8,0,0.2,0.5,0.1,10,0,1.057951,0.884593,5.462065,1.260039,opt
